Flight Number,From City,To City,Airline,Flight Status,Passengers,Economy Class,Business Class,First Class,Departure Time,Arrival Time
TG0448,Chiang Mai,Bangkok,MJ Airways,Delayed,148,1028,3851,6765,12/12/2024 04:05:00,12/12/2024 05:24:00
TG0449,Nakhon Ratchasima,Hat Yai,PhraoAirAsia,On Time,127,1169,3166,6073,27/01/2025 12:30:00,27/01/2025 13:57:00
TG0450,Phuket,Koh Samui,kaningpom jet,Delayed,191,928,4035,8954,16/12/2024 07:00:00,16/12/2024 07:39:00
TG0451,Bangkok,Chiang Rai,PhraoAirAsia,On Time,66,824,3456,10570,23/01/2025 01:29:00,23/01/2025 02:08:00
TG0454,Phuket,Krabi,PhraoAirAsia,On Time,92,1498,2632,11264,20/01/2025 05:52:00,20/01/2025 07:15:00
TG0455,Udon Thani,Bangkok,MJ Airways,On Time,114,1092,3405,7375,11/01/2025 17:27:00,11/01/2025 18:19:00
TG0456,Chiang Rai,Phuket,Thai Meow Air,Cancelled,141,1155,3080,10862,29/01/2025 16:33:00,29/01/2025 17:36:00
TG0457,Koh Samui,Hat Yai,Thai Meow Air,Delayed,179,934,2449,9301,04/12/2024 03:26:00,04/12/2024 05:07:00
TG0458,Chiang Mai,Koh Samui,MJ Airways,Delayed,102,803,3896,8342,28/01/2025 04:33:00,28/01/2025 06:04:00
TG0459,Chiang Mai,Hat Yai,Thai Meow Air,Delayed,98,1026,4191,7200,21/12/2024 13:20:00,21/12/2024 14:16:00
TG0460,Koh Samui,Chiang Mai,kaningpom jet,Delayed,70,1480,2631,7724,10/01/2025 21:59:00,10/01/2025 22:59:00
TG0461,Udon Thani,Krabi,kaningpom jet,Delayed,200,1244,4356,6518,25/12/2024 15:20:00,25/12/2024 17:12:00
TG0462,Nakhon Ratchasima,Chiang Mai,PhraoAirAsia,Delayed,114,1217,4336,9056,20/12/2024 19:27:00,20/12/2024 21:19:00
TG0463,Bangkok,Surat Thani,MJ Airways,Delayed,118,1084,3998,11062,23/01/2025 19:43:00,23/01/2025 20:41:00
TG0464,Nakhon Ratchasima,Bangkok,MJ Airways,Delayed,101,826,4978,6631,15/01/2025 20:05:00,15/01/2025 21:28:00
TG0465,Phuket,Koh Samui,kaningpom jet,Cancelled,103,1048,3565,6513,01/12/2024 21:32:00,01/12/2024 22:45:00
TG0466,Surat Thani,Chiang Rai,PhraoAirAsia,Delayed,81,1165,4099,7215,12/12/2024 10:03:00,12/12/2024 11:15:00
TG0467,Nakhon Ratchasima,Phuket,PhraoAirAsia,Delayed,94,1001,2437,9265,07/12/2024 10:32:00,07/12/2024 11:57:00
TG0468,Krabi,Bangkok,MJ Airways,Cancelled,144,1237,4820,7661,05/01/2025 08:29:00,05/01/2025 09:23:00
TG0469,Chiang Mai,Bangkok,MJ Airways,Delayed,156,997,3216,7301,25/12/2024 14:38:00,25/12/2024 15:10:00
TG0470,Nakhon Ratchasima,Chiang Mai,PhraoAirAsia,Delayed,130,1447,4202,6814,02/12/2024 16:31:00,02/12/2024 17:38:00
TG0471,Hat Yai,Phuket,Thai Meow Air,On Time,111,1437,3492,7792,28/12/2024 15:00:00,28/12/2024 16:15:00
TG0473,Bangkok,Krabi,Porsche Air,On Time,193,1406,4437,9798,12/01/2025 01:16:00,12/01/2025 02:01:00
TG0474,Udon Thani,Koh Samui,PhraoAirAsia,Delayed,192,872,4426,9236,06/01/2025 12:59:00,06/01/2025 13:47:00
TG0475,Hat Yai,Chiang Mai,MJ Airways,Delayed,157,1046,4904,9738,11/12/2024 16:31:00,11/12/2024 17:47:00
TG0476,Udon Thani,Koh Samui,Thai Meow Air,Cancelled,92,935,4321,7684,15/12/2024 20:27:00,15/12/2024 22:22:00
TG0478,Hat Yai,Bangkok,Porsche Air,On Time,160,1013,3988,10436,12/01/2025 20:22:00,12/01/2025 21:45:00
TG0479,Chiang Rai,Chiang Mai,kaningpom jet,Delayed,114,1275,4360,11666,11/12/2024 08:11:00,11/12/2024 09:03:00
TG0481,Surat Thani,Krabi,PhraoAirAsia,Delayed,53,1420,4208,8926,10/01/2025 21:50:00,10/01/2025 22:58:00
TG0482,Krabi,Chiang Rai,kaningpom jet,Delayed,186,1123,3265,9133,12/01/2025 16:44:00,12/01/2025 18:43:00
TG0484,Hat Yai,Surat Thani,kaningpom jet,Cancelled,84,902,2337,7950,26/01/2025 08:28:00,26/01/2025 09:56:00
TG0485,Koh Samui,Chiang Rai,Thai Meow Air,Cancelled,83,1127,3608,8715,15/01/2025 03:34:00,15/01/2025 05:19:00
TG0486,Udon Thani,Chiang Rai,PhraoAirAsia,Delayed,161,1395,2073,8788,14/01/2025 12:02:00,14/01/2025 12:44:00
TG0488,Krabi,Chiang Rai,MJ Airways,Cancelled,173,1023,2740,7609,15/01/2025 05:40:00,15/01/2025 07:11:00
TG0489,Koh Samui,Chiang Rai,MJ Airways,On Time,153,1056,3439,9400,24/12/2024 03:59:00,24/12/2024 04:35:00
TG0490,Phuket,Krabi,PhraoAirAsia,Cancelled,155,1445,4398,11684,02/01/2025 02:52:00,02/01/2025 04:10:00
TG0491,Koh Samui,Bangkok,Thai Meow Air,On Time,70,1147,2364,6919,31/12/2024 12:44:00,31/12/2024 13:15:00
TG0492,Hat Yai,Krabi,MJ Airways,Delayed,60,907,2739,10414,19/12/2024 20:20:00,19/12/2024 21:18:00
TG0493,Surat Thani,Krabi,PhraoAirAsia,Delayed,149,1319,3440,10144,25/01/2025 18:30:00,25/01/2025 20:16:00
TG0494,Chiang Rai,Surat Thani,Thai Meow Air,Delayed,148,949,3294,8023,28/01/2025 23:38:00,29/01/2025 00:21:00
TG0495,Nakhon Ratchasima,Phuket,PhraoAirAsia,On Time,167,1276,2573,11563,10/12/2024 10:52:00,10/12/2024 12:40:00
TG0496,Nakhon Ratchasima,Phuket,kaningpom jet,Delayed,168,1192,2416,7323,28/12/2024 08:29:00,28/12/2024 09:06:00
TG0497,Koh Samui,Bangkok,kaningpom jet,Cancelled,84,1483,4360,6653,30/01/2025 09:10:00,30/01/2025 10:40:00
TG0498,Surat Thani,Chiang Rai,kaningpom jet,Delayed,75,1358,2412,6504,29/01/2025 01:18:00,29/01/2025 02:14:00
TG0499,Bangkok,Phuket,Thai Meow Air,Delayed,155,800,2171,6367,29/01/2025 22:15:00,30/01/2025 00:09:00
TG0500,Chiang Mai,Bangkok,PhraoAirAsia,On Time,121,1160,3121,7017,21/12/2024 14:24:00,21/12/2024 14:55:00
TG0501,Nakhon Ratchasima,Bangkok,MJ Airways,Delayed,163,1491,2178,6777,11/12/2024 16:06:00,11/12/2024 17:25:00
TG0502,Udon Thani,Krabi,Porsche Air,Delayed,94,1350,4862,9227,26/01/2025 04:33:00,26/01/2025 05:52:00
TG0503,Chiang Rai,Chiang Mai,Porsche Air,On Time,87,889,4156,6997,29/12/2024 15:36:00,29/12/2024 16:18:00
TG0504,Phuket,Koh Samui,kaningpom jet,Delayed,192,874,3864,11666,01/12/2024 14:47:00,01/12/2024 15:35:00
TG0505,Koh Samui,Chiang Mai,kaningpom jet,Delayed,141,1299,4469,11958,03/12/2024 21:36:00,03/12/2024 22:47:00
TG0506,Nakhon Ratchasima,Hat Yai,PhraoAirAsia,Cancelled,78,1435,4680,11545,23/12/2024 07:52:00,23/12/2024 08:41:00
TG0507,Phuket,Krabi,kaningpom jet,Cancelled,61,1143,4050,11157,11/12/2024 02:06:00,11/12/2024 03:33:00
TG0508,Bangkok,Chiang Rai,kaningpom jet,Delayed,199,896,2785,10102,02/01/2025 01:26:00,02/01/2025 02:11:00
TG0509,Krabi,Hat Yai,PhraoAirAsia,Delayed,193,1082,2143,9386,30/01/2025 23:58:00,31/01/2025 01:15:00
TG0511,Bangkok,Chiang Mai,MJ Airways,Delayed,187,832,2707,10693,07/01/2025 14:40:00,07/01/2025 16:19:00
TG0512,Phuket,Hat Yai,MJ Airways,Delayed,123,915,3365,11123,14/01/2025 23:15:00,14/01/2025 23:54:00
TG0513,Surat Thani,Chiang Mai,Thai Meow Air,Delayed,103,1254,3520,9818,16/12/2024 09:08:00,16/12/2024 10:42:00
TG0514,Udon Thani,Bangkok,kaningpom jet,Delayed,188,1228,2754,9339,08/12/2024 02:46:00,08/12/2024 04:16:00
TG0515,Hat Yai,Phuket,kaningpom jet,Delayed,154,1490,3893,8461,24/12/2024 00:36:00,24/12/2024 02:14:00
TG0516,Udon Thani,Bangkok,Thai Meow Air,Delayed,175,973,4710,10819,09/01/2025 06:15:00,09/01/2025 08:04:00
TG0517,Udon Thani,Koh Samui,kaningpom jet,Cancelled,95,932,3234,11402,19/12/2024 07:22:00,19/12/2024 08:42:00
TG0518,Nakhon Ratchasima,Surat Thani,kaningpom jet,Delayed,63,1241,2823,10176,16/12/2024 13:54:00,16/12/2024 14:58:00
TG0520,Chiang Mai,Chiang Rai,Thai Meow Air,Delayed,135,893,4225,7187,02/12/2024 13:30:00,02/12/2024 15:21:00
TG0521,Phuket,Bangkok,MJ Airways,Cancelled,157,1147,3050,7588,21/01/2025 15:24:00,21/01/2025 16:56:00
TG0522,Chiang Rai,Bangkok,Thai Meow Air,Cancelled,73,1201,2760,11009,26/12/2024 01:42:00,26/12/2024 02:45:00
TG0524,Koh Samui,Bangkok,Thai Meow Air,Delayed,68,1219,2644,11308,10/01/2025 18:12:00,10/01/2025 20:12:00
TG0526,Krabi,Phuket,MJ Airways,Delayed,120,1204,2089,6969,16/01/2025 04:07:00,16/01/2025 05:22:00
TG0527,Chiang Rai,Koh Samui,MJ Airways,Delayed,89,985,3050,10195,20/01/2025 22:18:00,20/01/2025 23:10:00
TG0528,Krabi,Surat Thani,MJ Airways,Cancelled,147,1175,4291,11017,15/01/2025 20:14:00,15/01/2025 20:54:00
TG0529,Chiang Mai,Surat Thani,kaningpom jet,On Time,63,1476,3619,7663,22/12/2024 06:12:00,22/12/2024 07:38:00
TG0530,Krabi,Bangkok,PhraoAirAsia,Delayed,188,1316,4638,9226,31/01/2025 10:01:00,31/01/2025 10:44:00
TG0531,Chiang Rai,Surat Thani,Thai Meow Air,Delayed,98,1297,2658,6563,08/01/2025 12:47:00,08/01/2025 13:46:00
TG0532,Surat Thani,Koh Samui,Porsche Air,Delayed,198,1298,4656,6335,25/01/2025 10:35:00,25/01/2025 12:09:00
TG0533,Koh Samui,Chiang Rai,PhraoAirAsia,Delayed,101,1005,4395,8331,15/12/2024 14:21:00,15/12/2024 15:46:00
TG0534,Hat Yai,Phuket,kaningpom jet,On Time,164,1214,4852,8180,10/12/2024 07:18:00,10/12/2024 08:13:00
TG0535,Nakhon Ratchasima,Chiang Rai,kaningpom jet,Delayed,92,1165,3407,9430,19/01/2025 04:38:00,19/01/2025 05:54:00
TG0536,Bangkok,Chiang Rai,Porsche Air,Delayed,119,1219,3516,8151,15/12/2024 20:29:00,15/12/2024 22:19:00
TG0537,Hat Yai,Bangkok,Thai Meow Air,Delayed,195,1385,2387,8289,03/12/2024 22:35:00,04/12/2024 00:11:00
TG0538,Surat Thani,Bangkok,Thai Meow Air,Delayed,162,1018,3682,8485,25/12/2024 21:11:00,25/12/2024 22:11:00
TG0539,Chiang Mai,Surat Thani,Porsche Air,Delayed,168,1338,2205,9863,15/01/2025 07:45:00,15/01/2025 09:37:00
TG0540,Nakhon Ratchasima,Bangkok,MJ Airways,Cancelled,133,1174,4099,11100,12/01/2025 07:39:00,12/01/2025 08:45:00
TG0541,Krabi,Bangkok,Porsche Air,Cancelled,65,822,2561,7558,16/12/2024 17:12:00,16/12/2024 18:23:00
TG0542,Nakhon Ratchasima,Chiang Mai,Thai Meow Air,On Time,78,1260,4529,7372,19/12/2024 22:34:00,20/12/2024 00:08:00
TG0543,Koh Samui,Phuket,kaningpom jet,Delayed,71,1154,3682,10078,07/12/2024 07:58:00,07/12/2024 08:38:00
TG0544,Koh Samui,Hat Yai,PhraoAirAsia,Delayed,96,1402,4316,11126,15/01/2025 17:49:00,15/01/2025 19:07:00
TG0545,Udon Thani,Krabi,PhraoAirAsia,Delayed,113,851,4671,6909,14/01/2025 21:06:00,14/01/2025 21:46:00
TG0547,Hat Yai,Surat Thani,MJ Airways,Delayed,69,1373,4279,7229,02/01/2025 07:36:00,02/01/2025 08:31:00
TG0548,Chiang Mai,Krabi,MJ Airways,On Time,195,1244,4914,10241,31/12/2024 07:44:00,31/12/2024 08:17:00
TG0549,Hat Yai,Bangkok,Porsche Air,Delayed,177,904,4861,6478,23/12/2024 13:40:00,23/12/2024 15:14:00
TG0550,Chiang Mai,Krabi,Porsche Air,Cancelled,177,1440,4113,11572,27/12/2024 00:33:00,27/12/2024 02:29:00
TG0551,Surat Thani,Hat Yai,Thai Meow Air,Delayed,190,1194,4136,7810,07/12/2024 20:35:00,07/12/2024 21:31:00
TG0553,Chiang Mai,Chiang Rai,Porsche Air,On Time,122,1127,4320,6752,09/12/2024 06:35:00,09/12/2024 07:17:00
TG0554,Koh Samui,Surat Thani,Thai Meow Air,On Time,138,1406,4349,11250,12/12/2024 23:41:00,13/12/2024 01:23:00
TG0555,Krabi,Bangkok,Thai Meow Air,Delayed,179,1318,4431,6027,06/12/2024 01:06:00,06/12/2024 02:43:00
TG0556,Udon Thani,Bangkok,MJ Airways,Delayed,157,1485,4267,6392,05/01/2025 19:22:00,05/01/2025 20:26:00
TG0557,Koh Samui,Hat Yai,Porsche Air,Delayed,140,1045,2165,9819,14/01/2025 18:52:00,14/01/2025 20:15:00
TG0559,Krabi,Bangkok,Porsche Air,Delayed,59,1214,2434,11327,20/12/2024 14:29:00,20/12/2024 15:05:00
TG0560,Koh Samui,Chiang Rai,Porsche Air,Delayed,78,1327,4456,11683,17/12/2024 21:59:00,17/12/2024 23:33:00
TG0562,Krabi,Bangkok,Porsche Air,Delayed,66,969,3968,6215,15/01/2025 18:16:00,15/01/2025 19:50:00
TG0563,Nakhon Ratchasima,Phuket,Thai Meow Air,Delayed,81,966,3228,8879,11/01/2025 12:46:00,11/01/2025 14:29:00
TG0564,Surat Thani,Chiang Mai,Thai Meow Air,Delayed,75,1109,3028,9230,05/01/2025 02:47:00,05/01/2025 03:42:00
TG0565,Surat Thani,Bangkok,kaningpom jet,Delayed,142,1394,3008,8908,24/12/2024 05:27:00,24/12/2024 06:43:00
TG0566,Koh Samui,Surat Thani,PhraoAirAsia,Delayed,132,1191,2947,9982,11/12/2024 04:22:00,11/12/2024 04:58:00
TG0567,Surat Thani,Koh Samui,PhraoAirAsia,Cancelled,134,1020,3198,9245,22/01/2025 12:34:00,22/01/2025 14:32:00
TG0568,Udon Thani,Koh Samui,PhraoAirAsia,Delayed,157,1481,4442,11729,31/12/2024 22:23:00,31/12/2024 23:30:00
TG0569,Udon Thani,Surat Thani,Porsche Air,Cancelled,143,914,2870,10356,26/12/2024 03:44:00,26/12/2024 04:16:00
TG0570,Chiang Rai,Krabi,Thai Meow Air,Delayed,111,1134,3421,10980,11/12/2024 10:17:00,11/12/2024 11:12:00
TG0571,Phuket,Bangkok,PhraoAirAsia,On Time,136,1019,2726,10746,02/12/2024 07:08:00,02/12/2024 07:43:00
TG0572,Chiang Rai,Krabi,Porsche Air,Delayed,104,1046,3295,11492,18/12/2024 22:27:00,18/12/2024 23:01:00
TG0573,Krabi,Bangkok,Thai Meow Air,Delayed,98,900,2974,6063,11/12/2024 03:13:00,11/12/2024 04:36:00
TG0575,Phuket,Surat Thani,Thai Meow Air,Delayed,198,1215,3227,10370,13/12/2024 09:36:00,13/12/2024 10:16:00
TG0576,Udon Thani,Chiang Mai,kaningpom jet,Cancelled,97,1021,2479,9556,30/01/2025 00:18:00,30/01/2025 00:57:00
TG0577,Nakhon Ratchasima,Bangkok,MJ Airways,Cancelled,102,978,4582,8248,25/01/2025 04:20:00,25/01/2025 05:45:00
TG0578,Hat Yai,Bangkok,PhraoAirAsia,Cancelled,130,1308,2811,10215,02/12/2024 22:01:00,02/12/2024 23:29:00
TG0579,Nakhon Ratchasima,Bangkok,PhraoAirAsia,Delayed,140,974,3492,8362,14/12/2024 14:31:00,14/12/2024 16:29:00
TG0580,Nakhon Ratchasima,Chiang Rai,MJ Airways,Delayed,192,1405,4813,9785,22/12/2024 06:57:00,22/12/2024 08:26:00
TG0581,Koh Samui,Chiang Mai,MJ Airways,Delayed,79,1426,3154,9469,05/01/2025 00:59:00,05/01/2025 02:57:00
TG0583,Nakhon Ratchasima,Bangkok,MJ Airways,Cancelled,92,1473,3661,10765,01/12/2024 00:21:00,01/12/2024 00:57:00
TG0584,Hat Yai,Koh Samui,Thai Meow Air,On Time,75,866,4168,8638,12/12/2024 11:55:00,12/12/2024 12:28:00
TG0585,Hat Yai,Phuket,kaningpom jet,Delayed,63,1256,3664,6077,07/12/2024 12:16:00,07/12/2024 12:52:00
TG0586,Phuket,Chiang Rai,Thai Meow Air,Delayed,144,925,2184,10014,28/01/2025 09:04:00,28/01/2025 10:47:00
TG0587,Nakhon Ratchasima,Phuket,kaningpom jet,Delayed,113,938,2978,10796,27/12/2024 20:58:00,27/12/2024 21:34:00
TG0588,Udon Thani,Hat Yai,PhraoAirAsia,Delayed,114,1424,4646,6588,27/12/2024 22:12:00,27/12/2024 23:45:00
TG0589,Koh Samui,Surat Thani,Porsche Air,Cancelled,178,955,4238,11349,28/01/2025 05:56:00,28/01/2025 07:25:00
TG0590,Krabi,Chiang Rai,PhraoAirAsia,Delayed,134,1496,2763,9741,28/01/2025 16:35:00,28/01/2025 17:33:00
TG0591,Surat Thani,Chiang Rai,Porsche Air,Delayed,76,920,3113,10171,09/12/2024 22:48:00,09/12/2024 23:24:00
TG0593,Hat Yai,Phuket,MJ Airways,Delayed,66,1121,4765,8025,15/01/2025 13:52:00,15/01/2025 14:36:00
TG0594,Nakhon Ratchasima,Phuket,Thai Meow Air,On Time,200,1248,3676,7905,04/12/2024 18:55:00,04/12/2024 19:48:00
TG0595,Phuket,Krabi,PhraoAirAsia,Delayed,188,1090,4366,7944,03/01/2025 07:34:00,03/01/2025 08:11:00
TG0596,Surat Thani,Krabi,PhraoAirAsia,Cancelled,78,803,2293,9899,06/01/2025 02:08:00,06/01/2025 03:46:00
TG0597,Chiang Rai,Bangkok,kaningpom jet,Delayed,107,1038,4207,10768,20/12/2024 19:25:00,20/12/2024 20:41:00
TG0598,Phuket,Chiang Mai,kaningpom jet,Delayed,114,1477,2887,6492,27/12/2024 16:50:00,27/12/2024 18:40:00
TG0599,Phuket,Surat Thani,Porsche Air,Delayed,87,971,4363,11374,06/12/2024 09:23:00,06/12/2024 11:06:00
TG0600,Krabi,Phuket,kaningpom jet,Cancelled,159,1382,3528,9792,30/12/2024 19:52:00,30/12/2024 20:48:00
TG0601,Phuket,Bangkok,Thai Meow Air,Cancelled,68,1460,2339,11106,30/01/2025 07:47:00,30/01/2025 09:44:00
TG0602,Krabi,Chiang Mai,PhraoAirAsia,Delayed,128,1427,3384,9692,05/01/2025 23:31:00,06/01/2025 00:10:00
TG0603,Udon Thani,Bangkok,Thai Meow Air,On Time,148,1404,3401,7138,10/12/2024 08:42:00,10/12/2024 10:40:00
TG0604,Krabi,Bangkok,PhraoAirAsia,On Time,123,1414,4844,10107,29/12/2024 03:43:00,29/12/2024 05:20:00
TG0605,Nakhon Ratchasima,Krabi,MJ Airways,Delayed,166,1179,3076,8319,24/12/2024 06:26:00,24/12/2024 07:26:00
TG0606,Nakhon Ratchasima,Krabi,kaningpom jet,Delayed,193,909,4698,11401,02/12/2024 23:25:00,03/12/2024 00:32:00
TG0607,Chiang Mai,Surat Thani,MJ Airways,Delayed,91,1129,3297,10885,29/01/2025 13:36:00,29/01/2025 14:55:00
TG0609,Nakhon Ratchasima,Bangkok,Porsche Air,Delayed,60,900,2640,8198,31/12/2024 20:56:00,31/12/2024 22:50:00
TG0610,Surat Thani,Krabi,Porsche Air,Delayed,130,1494,2038,6762,12/12/2024 05:18:00,12/12/2024 06:48:00
TG0611,Udon Thani,Bangkok,kaningpom jet,Delayed,100,1307,3506,7883,17/01/2025 20:26:00,17/01/2025 21:46:00
TG0612,Phuket,Surat Thani,kaningpom jet,Delayed,194,1471,2193,10204,31/12/2024 13:29:00,31/12/2024 14:04:00
TG0613,Phuket,Chiang Mai,kaningpom jet,Delayed,72,1393,4262,10552,07/01/2025 06:30:00,07/01/2025 07:27:00
TG0614,Koh Samui,Phuket,MJ Airways,Cancelled,193,835,3146,6859,11/12/2024 00:02:00,11/12/2024 01:30:00
TG0615,Nakhon Ratchasima,Hat Yai,MJ Airways,Delayed,104,1037,4737,10572,23/12/2024 09:20:00,23/12/2024 09:51:00
TG0616,Udon Thani,Chiang Mai,Porsche Air,On Time,173,1043,3558,8791,31/12/2024 18:54:00,31/12/2024 20:38:00
TG0617,Hat Yai,Bangkok,MJ Airways,On Time,82,1050,2231,10199,11/01/2025 04:14:00,11/01/2025 06:00:00
TG0618,Phuket,Bangkok,Porsche Air,Delayed,156,1192,3534,6099,03/01/2025 01:21:00,03/01/2025 02:02:00
TG0619,Nakhon Ratchasima,Chiang Rai,Porsche Air,Delayed,177,1081,3345,11876,26/01/2025 05:26:00,26/01/2025 07:07:00
TG0620,Hat Yai,Krabi,PhraoAirAsia,Delayed,149,821,3365,11878,20/12/2024 06:07:00,20/12/2024 07:57:00
TG0621,Koh Samui,Surat Thani,MJ Airways,Delayed,137,1229,3858,10489,05/12/2024 10:14:00,05/12/2024 10:50:00
TG0622,Chiang Rai,Chiang Mai,Thai Meow Air,Delayed,62,1029,3568,6886,04/01/2025 18:52:00,04/01/2025 20:20:00
TG0623,Nakhon Ratchasima,Chiang Rai,MJ Airways,Delayed,118,1200,4482,6820,01/12/2024 03:23:00,01/12/2024 04:59:00
TG0624,Nakhon Ratchasima,Hat Yai,Porsche Air,Delayed,94,953,3350,9371,04/12/2024 18:19:00,04/12/2024 20:07:00
TG0625,Surat Thani,Bangkok,PhraoAirAsia,Delayed,185,919,4662,8897,29/12/2024 18:55:00,29/12/2024 20:21:00
TG0626,Koh Samui,Hat Yai,PhraoAirAsia,Delayed,133,1477,4979,11520,07/01/2025 20:04:00,07/01/2025 21:43:00
TG0627,Bangkok,Chiang Rai,Thai Meow Air,On Time,65,1185,4037,7818,24/01/2025 18:25:00,24/01/2025 19:27:00
TG0628,Udon Thani,Koh Samui,MJ Airways,On Time,67,1189,2484,7462,14/12/2024 10:44:00,14/12/2024 12:16:00
TG0629,Krabi,Bangkok,MJ Airways,Cancelled,64,1196,4199,7355,14/12/2024 13:25:00,14/12/2024 14:39:00
TG0630,Krabi,Chiang Mai,Porsche Air,Delayed,198,1146,4170,9020,10/12/2024 01:56:00,10/12/2024 02:28:00
TG0631,Chiang Mai,Phuket,PhraoAirAsia,Cancelled,153,1386,4130,8317,19/12/2024 04:52:00,19/12/2024 05:29:00
TG0632,Surat Thani,Bangkok,Porsche Air,Delayed,177,878,3126,6968,31/12/2024 03:49:00,31/12/2024 04:47:00
TG0633,Udon Thani,Bangkok,kaningpom jet,Delayed,178,1384,2089,6232,24/12/2024 21:59:00,24/12/2024 22:56:00
TG0635,Nakhon Ratchasima,Koh Samui,kaningpom jet,Cancelled,67,999,2750,9217,08/12/2024 09:18:00,08/12/2024 09:51:00
TG0636,Chiang Mai,Phuket,MJ Airways,Delayed,140,933,4127,11290,14/01/2025 07:03:00,14/01/2025 08:23:00
TG0638,Surat Thani,Chiang Mai,kaningpom jet,Delayed,127,1359,2155,9372,24/01/2025 00:18:00,24/01/2025 00:59:00
TG0640,Chiang Mai,Hat Yai,MJ Airways,Delayed,65,1499,3537,9298,21/01/2025 11:11:00,21/01/2025 11:50:00
TG0641,Hat Yai,Phuket,PhraoAirAsia,Delayed,198,970,4313,7739,08/12/2024 18:53:00,08/12/2024 20:28:00
TG0642,Nakhon Ratchasima,Chiang Mai,kaningpom jet,On Time,114,1251,2115,8903,30/01/2025 02:42:00,30/01/2025 03:41:00
TG0643,Hat Yai,Surat Thani,Thai Meow Air,Delayed,184,938,3873,10934,10/01/2025 10:29:00,10/01/2025 11:28:00
TG0644,Bangkok,Phuket,Thai Meow Air,Delayed,70,1113,2395,9630,26/01/2025 14:57:00,26/01/2025 15:55:00
TG0645,Krabi,Hat Yai,MJ Airways,Delayed,99,1275,3088,6043,04/12/2024 00:16:00,04/12/2024 01:48:00
TG0646,Hat Yai,Phuket,Porsche Air,Delayed,178,1145,4295,6577,23/12/2024 17:27:00,23/12/2024 18:13:00
TG0647,Nakhon Ratchasima,Koh Samui,Thai Meow Air,Cancelled,196,1187,3859,9022,22/01/2025 12:21:00,22/01/2025 13:44:00
TG0649,Hat Yai,Surat Thani,kaningpom jet,Delayed,61,925,2054,10453,01/12/2024 08:38:00,01/12/2024 09:51:00
TG0650,Udon Thani,Hat Yai,Porsche Air,Delayed,154,997,3316,8169,14/01/2025 02:30:00,14/01/2025 03:17:00
TG0651,Koh Samui,Krabi,MJ Airways,Delayed,89,1498,4516,11295,14/01/2025 04:46:00,14/01/2025 06:02:00
TG0652,Surat Thani,Chiang Mai,Porsche Air,Cancelled,98,817,2019,9244,02/01/2025 15:22:00,02/01/2025 16:29:00
TG0653,Hat Yai,Bangkok,Thai Meow Air,Cancelled,168,1247,3007,8825,18/12/2024 06:17:00,18/12/2024 07:40:00
TG0654,Nakhon Ratchasima,Koh Samui,Thai Meow Air,Delayed,166,1150,2724,6515,13/01/2025 18:07:00,13/01/2025 19:18:00
TG0655,Udon Thani,Bangkok,PhraoAirAsia,Delayed,109,1464,4685,7417,23/01/2025 04:31:00,23/01/2025 05:32:00
TG0656,Bangkok,Hat Yai,kaningpom jet,Delayed,172,1443,3193,10219,07/12/2024 22:01:00,07/12/2024 23:31:00
TG0658,Nakhon Ratchasima,Surat Thani,kaningpom jet,On Time,172,1125,2208,8555,31/01/2025 23:23:00,01/02/2025 00:39:00
TG0659,Chiang Rai,Bangkok,Thai Meow Air,Cancelled,157,1224,4704,11154,08/12/2024 12:08:00,08/12/2024 14:07:00
TG0661,Phuket,Surat Thani,PhraoAirAsia,On Time,168,964,4233,9550,15/12/2024 01:04:00,15/12/2024 01:41:00
TG0664,Chiang Mai,Hat Yai,kaningpom jet,On Time,131,1370,4144,11414,06/12/2024 08:41:00,06/12/2024 09:50:00
TG0665,Koh Samui,Hat Yai,PhraoAirAsia,Delayed,165,977,4326,8254,21/12/2024 02:22:00,21/12/2024 03:33:00
TG0666,Koh Samui,Bangkok,PhraoAirAsia,Delayed,163,1239,3155,8910,18/12/2024 15:47:00,18/12/2024 17:38:00
TG0667,Udon Thani,Bangkok,MJ Airways,Delayed,178,1464,3416,9506,11/12/2024 15:27:00,11/12/2024 16:34:00
TG0668,Udon Thani,Hat Yai,PhraoAirAsia,Delayed,129,1473,2830,6141,27/01/2025 10:15:00,27/01/2025 11:05:00
TG0669,Chiang Rai,Koh Samui,Porsche Air,Delayed,114,1262,3884,11974,30/01/2025 23:15:00,31/01/2025 00:27:00
TG0670,Koh Samui,Krabi,MJ Airways,Delayed,167,935,3193,6855,01/01/2025 02:15:00,01/01/2025 03:35:00
TG0671,Koh Samui,Bangkok,MJ Airways,Delayed,100,846,3866,6805,12/12/2024 20:19:00,12/12/2024 21:21:00
TG0673,Surat Thani,Phuket,Porsche Air,Cancelled,87,1296,2102,9933,18/12/2024 10:30:00,18/12/2024 11:57:00
TG0675,Chiang Rai,Phuket,Porsche Air,Delayed,143,1439,3628,9821,26/01/2025 02:12:00,26/01/2025 03:17:00
TG0676,Bangkok,Krabi,Thai Meow Air,Delayed,111,1137,4156,9418,16/01/2025 19:50:00,16/01/2025 21:27:00
TG0678,Udon Thani,Koh Samui,kaningpom jet,Delayed,72,957,2907,6082,01/01/2025 17:41:00,01/01/2025 18:37:00
TG0679,Udon Thani,Chiang Mai,Thai Meow Air,Delayed,165,1324,2930,10054,11/12/2024 17:54:00,11/12/2024 19:39:00
